text,category
Are the delivery days flexible?  My schedule only allows me to be a available on specific dates.,card_delivery_estimate
What type of fiat currencies do you support?,fiat_currency_support
i cannot find my card PIN,get_physical_card
My transfer didn't arrive to the recipient,transfer_not_received_by_recipient
When the time is right will this automatically replenish my balance?,automatic_top_up
My card hasn't arrived.,card_arrival
The ATM at Metro bank on High St. Kensington didn't return my card. What should I do now that the bank is closed?,card_swallowed
My top-up is taking a very long time to complete.,pending_top_up
Is there a daily auto top-up limit?,automatic_top_up
I think my top up was reversed.,top_up_reverted
"I lost my card and need a new one, will it cost me?",getting_spare_card
Do you know what your exchange rates are?,exchange_rate
"If my phone is missing, can I block someone from using the app?",lost_or_stolen_phone
I've been checking my statement to see if I've received a refund I requested from a seller a while ago has arrived. But it has not. This should have come back to me already. Can you help me figure out why it's not here and get my money back?,Refund_not_showing_up
Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?,beneficiary_not_allowed
I would like to change to a different currency.,exchange_via_app
Are there steps to see where my funds come from?,verify_source_of_funds
What's the maximum amount I can top up my card with please?,top_up_limits
Is my card accepted everywhere?,card_acceptance
Is it possible to exchange currencies?,exchange_via_app
"On a card payment, why is there a fee?",card_payment_fee_charged
Looks like my top up failed.,top_up_failed
are there any exchange fees,exchange_charge
Why did I get a fee?,cash_withdrawal_charge
Can you unblock my account?  I entered the PIN wrong.,pin_blocked
How did my top-up fail?,top_up_failed
"I already made a transfer and want to cancel it, how do I do that?",cancel_transfer
There is a strange payment on my statement. What should I do?,card_payment_not_recognised
Could you tell me why my top up isn't showing in my wallet?,topping_up_by_card
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,card_arrival
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,transfer_not_received_by_recipient
Top up is not working even though I have my AMEX in apple pay.,apple_pay_or_google_pay
ATM only gave me $20 instead of $100,wrong_amount_of_cash_received
Why did my top up get pulled back out?,top_up_reverted
"left my phone at hotel, cant use app",lost_or_stolen_phone
Can I open an account for a child?,age_limit
Is it possible to get a Visa here?,visa_or_mastercard
how to get card pin?,get_physical_card
I have a cash withdrawal that I don't recognize.,cash_withdrawal_not_recognised
Why was I charged a fee for withdrawing cash?,cash_withdrawal_charge
What is the rate for exchange fees?,exchange_charge
I could not transfer funds to a beneficiary; is there a problem with your software?,beneficiary_not_allowed
How do I report my card lost or stolen?,lost_or_stolen_card
"This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined.",declined_cash_withdrawal
how many transactions can i make with a disposable card,get_disposable_virtual_card
I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through?,pending_card_payment
Where are my funds? I topped off my car but it didn't seem to complete.,pending_top_up
How do I transfer cash my into my account?,transfer_into_account
How can i make my card active?,activate_my_card
I'm trying to use my Apple Watch to top up my google pay. Do I need a special app?,apple_pay_or_google_pay
"I'm starting to think my card is lost because it still hasn't arrived, can you help?",card_arrival
Is it possible to change from USD to GBP with your App?,exchange_via_app
How can I get funds into my account from my American Express?,supported_cards_and_currencies
what are you going to use my identification details for?,why_verify_identity
If I make a mistake can I cancel the transaction?,cancel_transfer
"For physical cards, do you charge?",order_physical_card
When I tried to pay in a store my card din't work,declined_card_payment
I deposited a cheque a week ago but have yet to receive the cash.,balance_not_updated_after_cheque_or_cash_deposit
Am I charged more for using the ATM?,cash_withdrawal_charge
"I have not received my card and it's been a week, what do I do?",card_arrival
How much will it be in order to pay with a bank transfer using SEPA?,top_up_by_bank_transfer_charge
I need to order a new card as my old one will expire soon. Can you tell me how to order a new one?,card_about_to_expire
I'm waiting for my transaction to complete.,transfer_not_received_by_recipient
Can you please show me where I can find the location to link my card?,card_linking
"I put money in my account a week ago but its still not there, what is happening?",balance_not_updated_after_cheque_or_cash_deposit
My card is just not working at this time.,virtual_card_not_working
"I attempted to top up using my card, but now the money just disappeared?",topping_up_by_card
I have some transactions on my account I did not make. Can you cancel my card and prevent further use.,compromised_card
